category,n_customers,n_repurchase_customers,repurchase_rate,repurchase_rate_pct
1181,117,4.0,0.03418803418803419,3.42
2312,117,8.0,0.06837606837606838,6.84
3779,117,1.0,0.008547008547008548,0.85
3568,117,4.0,0.03418803418803419,3.42
5718,117,3.0,0.02564102564102564,2.56
6114,117,9.0,0.07692307692307693,7.69
6160,117,10.0,0.08547008547008547,8.55
4199,116,6.0,0.05172413793103448,5.17
808,116,3.0,0.02586206896551724,2.59
4047,116,5.0,0.04310344827586207,4.31
3685,116,10.0,0.08620689655172414,8.62
6480,116,2.0,0.017241379310344827,1.72
5155,116,10.0,0.08620689655172414,8.62
3747,116,16.0,0.13793103448275862,13.79
6539,116,8.0,0.06896551724137931,6.9
252,116,2.0,0.017241379310344827,1.72
4413,116,6.0,0.05172413793103448,5.17
2067,115,13.0,0.11304347826086956,11.3
4442,115,9.0,0.0782608695652174,7.83
4861,115,4.0,0.034782608695652174,3.48
2539,115,8.0,0.06956521739130435,6.96
4168,115,13.0,0.11304347826086956,11.3
1868,115,9.0,0.0782608695652174,7.83
5758,115,7.0,0.06086956521739131,6.09
1502,115,8.0,0.06956521739130435,6.96
5492,114,4.0,0.03508771929824561,3.51
4358,114,4.0,0.03508771929824561,3.51
5273,114,6.0,0.05263157894736842,5.26
1416,114,8.0,0.07017543859649122,7.02
2928,114,6.0,0.05263157894736842,5.26
2348,114,5.0,0.043859649122807015,4.39
2443,114,7.0,0.06140350877192982,6.14
6008,114,7.0,0.06140350877192982,6.14
1783,114,4.0,0.03508771929824561,3.51
4872,113,11.0,0.09734513274336283,9.73
3692,113,6.0,0.05309734513274336,5.31
2075,113,1.0,0.008849557522123894,0.88
4342,113,19.0,0.168141592920354,16.81
4997,113,3.0,0.02654867256637168,2.65
1641,112,6.0,0.05357142857142857,5.36
1910,112,4.0,0.03571428571428571,3.57
2725,112,5.0,0.044642857142857144,4.46
6176,112,5.0,0.044642857142857144,4.46
3226,112,2.0,0.017857142857142856,1.79
3298,112,7.0,0.0625,6.25
712,112,11.0,0.09821428571428571,9.82
4090,112,5.0,0.044642857142857144,4.46
5455,112,8.0,0.07142857142857142,7.14
284,111,5.0,0.04504504504504504,4.5
5731,111,2.0,0.018018018018018018,1.8
3457,111,4.0,0.036036036036036036,3.6
1244,111,13.0,0.11711711711711711,11.71
6099,111,11.0,0.0990990990990991,9.91
4121,111,6.0,0.05405405405405406,5.41
155,111,7.0,0.06306306306306306,6.31
6433,111,13.0,0.11711711711711711,11.71
5158,111,10.0,0.09009009009009009,9.01
230,111,4.0,0.036036036036036036,3.6
4066,110,2.0,0.01818181818181818,1.82
1762,110,12.0,0.10909090909090909,10.91
2345,110,9.0,0.08181818181818182,8.18
6366,110,13.0,0.11818181818181818,11.82
2775,110,4.0,0.03636363636363636,3.64
3586,110,7.0,0.06363636363636363,6.36
5906,110,13.0,0.11818181818181818,11.82
1301,110,2.0,0.01818181818181818,1.82
6887,110,4.0,0.03636363636363636,3.64
6029,110,3.0,0.02727272727272727,2.73
4268,110,10.0,0.09090909090909091,9.09
1316,109,5.0,0.045871559633027525,4.59
2628,109,9.0,0.08256880733944955,8.26
3164,109,21.0,0.1926605504587156,19.27
4558,109,6.0,0.05504587155963303,5.5
3806,109,9.0,0.08256880733944955,8.26
5944,109,10.0,0.09174311926605505,9.17
6843,109,8.0,0.07339449541284404,7.34
5888,109,6.0,0.05504587155963303,5.5
6023,109,8.0,0.07339449541284404,7.34
5874,109,4.0,0.03669724770642202,3.67
883,109,0.0,0.0,0.0
6589,109,3.0,0.027522935779816515,2.75
4073,109,9.0,0.08256880733944955,8.26
1932,108,7.0,0.06481481481481481,6.48
2238,108,4.0,0.037037037037037035,3.7
1462,108,5.0,0.046296296296296294,4.63
3757,108,9.0,0.08333333333333333,8.33
6700,108,20.0,0.18518518518518517,18.52
205,108,6.0,0.05555555555555555,5.56
4938,108,5.0,0.046296296296296294,4.63
3427,108,6.0,0.05555555555555555,5.56
4323,108,4.0,0.037037037037037035,3.7
2662,108,8.0,0.07407407407407407,7.41
2083,107,9.0,0.08411214953271028,8.41
182,107,3.0,0.028037383177570093,2.8
6112,107,13.0,0.12149532710280374,12.15
5716,107,4.0,0.037383177570093455,3.74
6824,106,7.0,0.0660377358490566,6.6
3129,106,5.0,0.04716981132075472,4.72
578,106,7.0,0.0660377358490566,6.6
6153,106,8.0,0.07547169811320754,7.55
4210,106,13.0,0.12264150943396226,12.26
1232,106,5.0,0.04716981132075472,4.72
4555,106,17.0,0.16037735849056603,16.04
1030,106,7.0,0.0660377358490566,6.6
6311,106,8.0,0.07547169811320754,7.55
4162,106,7.0,0.0660377358490566,6.6
229,106,9.0,0.08490566037735849,8.49
802,106,5.0,0.04716981132075472,4.72
6428,106,5.0,0.04716981132075472,4.72
4881,106,3.0,0.02830188679245283,2.83
4331,105,7.0,0.06666666666666667,6.67
4232,105,7.0,0.06666666666666667,6.67
4463,105,5.0,0.047619047619047616,4.76
6980,105,8.0,0.0761904761904762,7.62
1008,105,5.0,0.047619047619047616,4.76
2376,105,10.0,0.09523809523809523,9.52
1099,105,6.0,0.05714285714285714,5.71
4292,105,3.0,0.02857142857142857,2.86
3921,105,4.0,0.0380952380952381,3.81
6583,105,3.0,0.02857142857142857,2.86
2449,104,13.0,0.125,12.5
368,104,10.0,0.09615384615384616,9.62
3166,104,3.0,0.028846153846153848,2.88
5221,104,5.0,0.04807692307692308,4.81
4252,104,3.0,0.028846153846153848,2.88
5719,104,10.0,0.09615384615384616,9.62
2624,104,5.0,0.04807692307692308,4.81
6227,104,1.0,0.009615384615384616,0.96
532,104,12.0,0.11538461538461539,11.54
5405,104,6.0,0.057692307692307696,5.77
3118,104,3.0,0.028846153846153848,2.88
5871,103,26.0,0.2524271844660194,25.24
1186,103,10.0,0.0970873786407767,9.71
5612,103,5.0,0.04854368932038835,4.85
3244,103,5.0,0.04854368932038835,4.85
2228,103,24.0,0.23300970873786409,23.3
3480,103,7.0,0.06796116504854369,6.8
299,103,17.0,0.1650485436893204,16.5
1304,103,10.0,0.0970873786407767,9.71
2451,103,3.0,0.02912621359223301,2.91
5856,102,7.0,0.06862745098039216,6.86
129,102,1.0,0.00980392156862745,0.98
218,102,3.0,0.029411764705882353,2.94
4002,102,9.0,0.08823529411764706,8.82
1261,102,5.0,0.049019607843137254,4.9
1835,101,5.0,0.04950495049504951,4.95
6056,101,7.0,0.06930693069306931,6.93
1057,101,3.0,0.0297029702970297,2.97
1517,101,12.0,0.1188118811881188,11.88
4659,101,6.0,0.0594059405940594,5.94
6410,101,4.0,0.039603960396039604,3.96
6916,101,8.0,0.07920792079207921,7.92
2113,101,4.0,0.039603960396039604,3.96
3773,101,7.0,0.06930693069306931,6.93
4416,101,3.0,0.0297029702970297,2.97
1258,101,9.0,0.0891089108910891,8.91
2255,100,9.0,0.09,9.0
1912,100,5.0,0.05,5.0
1881,100,6.0,0.06,6.0
5229,100,2.0,0.02,2.0
3447,100,4.0,0.04,4.0
3697,100,7.0,0.07,7.0
